Wall time,Step,Value
1674569311.91425,0,0.009515224024653435
1674570495.521171,50,0.18579727411270142
1674572114.162113,100,0.4555288553237915
1674573362.0367885,150,0.5492788553237915
1674574561.0519269,200,0.3712940812110901
1674576484.6685712,250,0.03826121613383293
1674577966.164425,300,0.1343149095773697
1674579160.9665508,350,0.2595152258872986
1674580492.2557166,400,0.39663460850715637
1674582699.838089,450,0.6792868375778198
1674584088.4013333,500,0.6851963400840759
1674585353.9477255,550,0.6847956776618958
1674586597.3400989,600,0.6833934187889099
1674587889.1934545,650,0.6830929517745972
1674589161.6402805,700,0.6824919581413269
1674590421.2793446,750,0.6821914911270142
1674591677.878822,800,0.6817908883094788
1674592938.5452826,850,0.6825921535491943
1674594191.8680243,900,0.6818910241127014
1674595449.480271,950,0.6810897588729858
1674596706.0490458,1000,0.6817908883094788
1674597964.0165052,1050,0.6809895634651184
1674599221.0359855,1100,0.6810897588729858
1674600480.2328448,1150,0.6811898946762085
1674601743.7876842,1200,0.6807892918586731
1674603008.7936141,1250,0.6802884340286255
1674604272.961953,1300,0.6803886294364929
1674605539.4792423,1350,0.6812900900840759
1674606807.3951392,1400,0.6810897588729858
1674608073.5423403,1450,0.6808894276618958
1674609340.831546,1500,0.6806890964508057
1674610608.8328505,1550,0.6800881624221802
1674611875.407407,1600,0.6802884340286255
1674613140.331008,1650,0.6803886294364929
1674614407.613124,1700,0.6806890964508057
1674615673.1429868,1750,0.6809895634651184
1674616939.4884927,1800,0.6806890964508057
1674618207.3858414,1850,0.6800881624221802
1674619470.1193886,1900,0.6806890964508057
1674620735.301054,1950,0.6800881624221802
1674621997.6389165,2000,0.6802884340286255
1674623265.1086414,2050,0.6802884340286255
1674624528.6787586,2100,0.6809895634651184
1674625798.8190181,2150,0.680588960647583
1674627060.5700502,2200,0.6796875
1674628325.4042158,2250,0.6793870329856873
1674629589.5154262,2300,0.6795873641967773
1674630852.189585,2350,0.6804887652397156
1674632118.9003336,2400,0.6788862347602844
1674633384.1217356,2450,0.6795873641967773
1674634654.015127,2500,0.6794871687889099
1674635912.4177516,2550,0.6797876358032227
1674637167.6344922,2600,0.6794871687889099
1674638417.0596843,2650,0.6796875
1674639670.9118946,2700,0.6798878312110901
1674640923.763519,2750,0.678786039352417
1674642178.431561,2800,0.6795873641967773
1674643434.9059408,2850,0.6793870329856873
1674644690.97319,2900,0.6788862347602844
1674645946.3104472,2950,0.6797876358032227
1674647202.468772,3000,0.6794871687889099
1674648456.1517675,3050,0.6789863705635071
1674649714.183754,3100,0.6796875
1674650968.2246811,3150,0.6794871687889099
1674652225.9062002,3200,0.6798878312110901
1674653482.7824404,3250,0.6792868375778198
1674654741.6473117,3300,0.6795873641967773
1674656004.4196732,3350,0.6798878312110901
1674657262.0476775,3400,0.6794871687889099
1674658520.671371,3450,0.6788862347602844
1674659774.408221,3500,0.6784855723381042
1674661034.8505785,3550,0.6799879670143127
1674662285.5653207,3600,0.6797876358032227
1674663578.7464285,3650,0.6797876358032227
1674664999.212723,3700,0.678786039352417
1674666433.6195805,3750,0.6797876358032227
1674667860.6829967,3800,0.6788862347602844
1674669287.9198225,3850,0.6792868375778198
1674670712.4744687,3900,0.6801882982254028
1674672132.4190671,3950,0.6786859035491943
1674673561.5513027,4000,0.6795873641967773
1674674983.0215998,4050,0.6796875
1674676409.3700523,4100,0.6798878312110901
1674677834.3535538,4150,0.6791867017745972
1674679256.52745,4200,0.6797876358032227
1674680684.2229464,4250,0.6798878312110901
1674682110.484044,4300,0.6801882982254028
1674683542.2490256,4350,0.6792868375778198
1674684977.3765447,4400,0.6800881624221802
1674686402.3459709,4450,0.6795873641967773
1674687823.0585878,4500,0.6801882982254028
1674689234.0178866,4550,0.6799879670143127
1674690646.6195867,4600,0.6789863705635071
1674692059.212645,4650,0.6793870329856873
1674693473.1369884,4700,0.6795873641967773
1674694886.6732554,4750,0.6790865659713745
1674696292.7701359,4800,0.6797876358032227
1674697698.1694152,4850,0.6789863705635071
1674699105.3958237,4900,0.6793870329856873
1674700509.4240777,4950,0.6796875
1674701917.05511,5000,0.6797876358032227
1674703323.2381217,5050,0.6794871687889099
1674704726.8004165,5100,0.6794871687889099
1674706135.0360491,5150,0.6800881624221802
1674707538.264676,5200,0.6795873641967773
1674708945.799098,5250,0.6800881624221802
1674710351.03636,5300,0.6792868375778198
1674711754.7010393,5350,0.6789863705635071
1674713199.0864375,5400,0.6797876358032227
1674714604.475339,5450,0.6786859035491943
1674716007.0888238,5500,0.6789863705635071
1674717415.640982,5550,0.6795873641967773
1674718820.3519645,5600,0.6796875
1674720228.7465115,5650,0.6798878312110901
1674721642.1920588,5700,0.6800881624221802
1674723049.308266,5750,0.6797876358032227
1674724464.7087553,5800,0.6794871687889099
1674725878.039769,5850,0.6798878312110901
1674727288.5141788,5900,0.6791867017745972
1674728711.175718,5950,0.6789863705635071
